Provincia;Isla;Municipio;Nombre Playa o ZBM;ID DGE;Clasificación;Grado de Protección;Afluencia maxima anual;Riesgo;Playa o ZBM;ID MAPAMA;Nombre MAPAMA;ID Pilotaje Litoral;Nombre Pilotaje Litoral;Bandera azul;Acceso PMR;Ducha adaptada;Aseo adaptado;Baño asistido;Sombra PMR;Aparcamientos;Aseo;Lavapies;Duchas;Alquiler de sombrillas;Alquiler de hamacas;Alquiler nautico;Area Infantil;Area Deportiva;Longitud (m);Anchura (m);Composición;Color;Condiciones de baño;Condiciones de entorno;Condiciones de acceso;Carga poblacional;Latitud (º);Longitud (º);PSS Registrado DGSE;PSS Nº Registro;PSS Fecha Registro;Fecha de última actualización
Santa Cruz de Tenerife;La Gomera;Alajeró;Playa La Cantera;436111200;Libre;Bajo;Baja;;Playa;567;La Cantera;50036;PLAYA LA CANTERA;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;300;20;Roca / Callaos;;Aguas tranquilas;Aislada;A pie difícil / Barco;<5.000;"28°02'08.28109776""N";"17°16'22.26038902""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Alajeró;La Playa de Ereses;436111300;Libre;Bajo;Baja;;Playa;568;Ereses;50037;LA PLAYA DE ERESE;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;250;30;Callaos / Arena;Oscura;Aguas tranquilas;Aislada;A pie difícil / Coche;<5.000;"28°01'29.95983892""N";"17°14'03.52312246""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Alajeró;Santiago;436111400;Libre;Bajo;Baja;Bajo;Playa;569;Santiago;50058;Playa de Santiago;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;No;No;No;1000;10;Grava / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche;<5.000;"28°01'43.91119378""N";"17°11'45.18147167""W";Si;0047-436111400;29/04/2020;05/12/2025
Santa Cruz de Tenerife;La Gomera;Alajeró;Playa de Antongil;436111500;Libre;Bajo;Baja;Bajo;Playa;569;Santiago;50058;Playa de Santiago;No;Si;Si;No;No;No;Si;No;Si;Si;No;No;No;No;Si;198;77;Grava / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche;<5.000;28º 01' 41.50'' N;17º 11' 50.97'' W;null;;;05/12/2025
Santa Cruz de Tenerife;La Gomera;Hermigua;La Caleta de Hermigua;437113100;Peligrosa;Bajo;Baja;;Playa;570;La Caleta de Hermigua;50020;PLAYA LA CALETA DE HERMIGUA;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;Si;300;30;Roca / Arena;Oscura;Oleaje fuerte;Aislada;Coche;<5.000;"28°10'25.28563495""N";"17°10'00.06868511""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Hermigua;Hermigua;437113200;Peligrosa;Moderado;Media;Alto;Playa;571;Hermigua;50021;PLAYA DE SANTA CATALINA;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;Si;1000;208;Callaos / Grava;Oscura;Oleaje fuerte;Aislada;A pie fácil / Coche;<5.000;"28°10'47.29024938""N";"17°10'58.48997839""W";No;;;05/12/2025
Santa Cruz de Tenerife;La Gomera;Hermigua;El Pescante;437113300;Peligrosa;Moderado;Alta;Alto;ZBM;;;50059;Piscina Natural El Pescante;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;338;67;Cemento / Roca;Oscura;Oleaje fuerte;Aislada;A pie fácil / Coche;<5.000;28º10'43.84''N;17º10'22.50''W;null;;;05/12/2025
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Santiago;438111400;Uso Prohibido;null;;;Playa;;Playa Santiago;;;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;400;10;Callaos;Oscura;Oleaje fuerte;Urbana;A pie fácil;10125;"28°01'47.19402386""N";"17°11'31.15149155""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Zamora;438115100;Peligrosa;Bajo;Baja;;Playa;584;Zamora;50017;LA PLAYA DEL ÁGUILA;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;120;30;Arena;Oscura;Oleaje fuerte;Aislada;Barco;10125;"28°08'06.87588960""N";"17°06'50.25319652""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Playa del Águila;438115200;Peligrosa;Bajo;Baja;;Playa;583;Aguila;;;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;330;30;Roca;;Oleaje fuerte;Aislada;A pie difícil / Barco;10125;"28°07'45.17050700""N";"17°06'17.56663689""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Avalo;438115300;Peligrosa;Bajo;Baja;;Playa;582;Avalo;50014;PLAYA AVALO;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;350;30;Grava / Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil / Coche;10125;"28°06'42.08806966""N";"17°06'21.48252056""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;La Cueva;438115400;Libre;Moderado;Media;Bajo;Playa;581;La Cueva;50012;LA PLAYA DE LA CUEVA;Si;Si;Si;Si;Si;No;Si;Si;No;Si;No;No;No;Si;No;350;60;Arena;Oscura;Aguas tranquilas;Semiurbana;A pie fácil / Coche;10125;"28°05'26.37953398""N";"17°06'20.48974190""W";Si;0062-438115400;21/10/2020;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;San Sebastián;438115500;Libre;Moderado;Media;Bajo;Playa;580;San Sebastián;;;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;No;No;No;950;80;Callaos / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche;10125;"28°05'21.92648311""N";"17°06'38.91386586""W";Si;0063-438115500;21/10/2020;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;La Guancha;438115600;Libre;Bajo;Baja;;Playa;579;La Guancha;50009;PLAYA LA GUANCHA;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;500;70;Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie difícil / Barco;10125;"28°04'23.77222817""N";"17°07'46.12510156""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;El Cabrito;438115700;Libre;Bajo;Baja;;Playa;578;El Cabrito;50008;PLAYA EL CABRITO;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;630;70;Callaos / Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie difícil / Barco;10125;"28°03'45.85428903""N";"17°08'36.46482070""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Oroja;438115800;Libre;Bajo;Baja;;Playa;577;La Roja;50007;LA PLAYA DE OROJA;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;500;35;Roca;;Aguas tranquilas;Aislada;Barco;10125;"28°03'19.84687736""N";"17°09'05.24147532""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;El Guincho;438115900;Libre;Bajo;Baja;;Playa;576;El Guincho;50006;LA PLAYA DEL GUINCHO;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;200;30;Grava / Arena;Oscura;Aguas tranquilas;Aislada;Barco;10125;"28°02'55.43565445""N";"17°09'35.44176913""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Suárez;438116000;Libre;Bajo;Baja;;Playa;575;Suárez;50004;LA PLAYA  DE SUÁREZ;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;200;30;Roca;;Aguas tranquilas;Aislada;Barco;10125;"28°02'33.84299383""N";"17°10'03.61393269""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Chinguarime;438116100;Libre;Bajo;Baja;;Playa;574;Chinguarime;50003;LA PLAYA DE CHINGUARINE;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;800;30;Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie difícil / Barco;10125;"28°02'20.09787125""N";"17°10'34.84169338""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;El Medio;438116200;Libre;Bajo;Baja;;Playa;573;El Medio;50002;LA PLAYA DEL MEDIO;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;350;50;Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie difícil / Coche;10125;"28°02'14.69971514""N";"17°10'51.99330509""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Tapahuga;438116300;Peligrosa;Bajo;Baja;;Playa;572;Tapahuga;50001;LA PLAYA DEL TAPAHUGA;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;350;30;Roca;;Aguas tranquilas;Aislada;A pie difícil / Coche;10125;"28°02'05.18223120""N";"17°11'00.12698180""W";No;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;El Machal;438116400;Libre;Bajo;Baja;Bajo;Playa;;;50047;La Playita;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;300;20;Callaos;Oscura;Oleaje fuerte;Aislada;A pie difícil;>5000;28º4'40.96''N;17º7'2.59''W;null;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Majona;438116500;Libre;Bajo;Baja;Bajo;Playa;;;50049;LA PLAYA DE MAJONA;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;700;75;Callaos;Oscura;Oleaje fuerte;Aislada;A pie difícil;>5000;28º9'16.90''N;17º7'54.46''W;null;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;San Sebastián de la Gomera;Roque Bermejo;438116600;Peligrosa;null;Baja;;Playa;;;;;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;170;20;Callaos;Oscura;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°16'12.57""W";"17°6'15.27""W";null;;;02/02/2026
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;Playa de Vueltas;439119100;Libre;Moderado;Media;;Playa;587;Vueltas;;;No;No;null;null;null;null;Si;No;No;Si;No;No;Si;No;No;100;25;Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;5782;"28°04'57.43690832""N";"17°19'54.35154607""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;Charco de la Condesa;439119200;Peligrosa;Bajo;Baja;;ZBM;;;;;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;150;10;Roca;;Oleaje moderado;Semiurbana;A pie fácil / Coche;5782;"28°05'01.28927645""N";"17°20'13.14643819""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;El Charco del Conde;439119300;Libre;Moderado;Media;;ZBM;;;50054;EL CHARCO DEL CONDE;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;100;16;Roca / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche;5782;"28°05'08.29161108""N";"17°20'14.24383466""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;La Playa de La Puntilla;439119400;Libre;Moderado;Media;;Playa;;;50031;LA PLAYA DE LA PUNTITA;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;350;22;Roca / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;5782;"28°05'20.17232315""N";"17°20'22.13059870""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;Playa de La Calera;439119500;Libre;Moderado;Media;;Playa;586;Valle Gran Rey;50030;PLAYA VALLE GRAN REY;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;450;25;Roca / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;5782;"28°05'38.50994136""N";"17°20'29.17300183""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;Callao de las Mozas;439119600;Peligrosa;Bajo;Baja;;Playa;;;;;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;100;15;Roca / Arena;;Oleaje fuerte;Semiurbana;A pie;5782;"28°05'44.06129553""N";"17°20'41.59833748""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;Charco del Cieno;439119700;Peligrosa;Bajo;Baja;;Playa;;;;;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;100;6;Roca;;Oleaje fuerte;Semiurbana;A pie;5782;"28°05'47.33358845""N";"17°20'49.11668794""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;Playa del Inglés;439119800;Peligrosa;Bajo;Media;;Playa;585;Playa del Inglés;50029;LA PLAYA DEL INGLES;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;310;30;Roca / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil / Coche;5782;"28°06'01.06145329""N";"17°20'51.45981265""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;La Playa de Eredia;439119900;Peligrosa;Bajo;Baja;;Playa;;;50046;LA PLAYA DE EREDIA;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;300;25;Arena;Oscura;Oleaje fuerte;Aislada;Barco;5782;"28°07'34.80241905""N";"17°20'34.26931665""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Valle Gran Rey;La Playa de Guariñen;439120000;Peligrosa;Bajo;Baja;;Playa;;;50045;LA PLAYITA DE GUARIÑEN;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;85;7;Grava / Roca;Oscura;Oleaje fuerte;Aislada;A pie;5782;"28°08'25.31627218""N";"17°20'33.18009709""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;La Rajita;440121100;Peligrosa;Bajo;Baja;;Playa;596;La Rajita;50034;PLAYA LA RAJITA;No;No;null;null;null;null;No;Si;No;Si;No;No;No;No;No;500;25;Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche;<5.000;"28°02'56.20629058""N";"17°17'48.16664210""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;Las Arenas;440121200;Peligrosa;Moderado;Media;;Playa;595;Las Arenas;50033;LA PLAYA DE LAS ARENAS;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;300;20;Arena;Oscura;Aguas tranquilas;Aislada;A pie difícil;<5.000;"28°04'35.73637891""N";"17°19'15.46379934""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;Argaga;440121300;Peligrosa;Bajo;Baja;;Playa;594;Argaga;50032;LA PLAYA DE ARGAGA;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;350;30;Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche;<5.000;"28°04'45.10902055""N";"17°19'24.76089680""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;Alojera;440121400;Peligrosa;Moderado;Media;;Playa;593;Alojera;50028;LA PLAYA DE LA  ALOJERA;No;No;null;null;null;null;No;Si;No;Si;No;No;No;Si;No;300;25;Roca / Grava / Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;<5.000;"28°09'50.65167896""N";"17°20'04.37850712""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;El Trigo;440121500;Peligrosa;Bajo;Baja;;Playa;592;El Trigo;50027;EL PUERTO DEL TRIGO;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;300;25;Roca;;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°10'18.94715016""N";"17°20'08.80950964""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;Arguamul;440121600;Peligrosa;Bajo;Baja;;Playa;591;Arguamul;50026;LA PLAYA DEL REMO;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;700;35;Roca;;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°12'24.39424935""N";"17°17'42.80957451""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;Vallehermoso;440121700;Peligrosa;Moderado;Media;;Playa;590;Vallehermoso;50025;PLAYA  VALLEHERMOSO;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;300;40;Roca / Grava;;Oleaje fuerte;Semiurbana;A pie fácil / Coche;<5.000;"28°12'10.98267297""N";"17°15'08.16274245""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;Tamargada;440121800;Peligrosa;Bajo;Baja;;Playa;589;Tamargada;50024;PLAYA DE LOS DEJES;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;200;20;Roca;;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°12'09.35041603""N";"17°14'54.23304933""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Gomera;Vallehermoso;La Sepultura;440121900;Peligrosa;Bajo;Baja;;Playa;588;La Sepultura;50023;PLAYA DE LA SEPULTURA;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;400;30;Roca / Arena;Dorada;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°12'02.27443017""N";"17°14'40.37189749""W";No;;;07/12/2023
Santa Cruz de Tenerife;El Hierro;Frontera;El Verodal;541124100;Uso Prohibido;null;;;Playa;602;El Verodal;70014;PLAYA EL VERODAL;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;150;10;Grava;;Oleaje fuerte;Aislada;A pie fácil / Coche;<5.000;"27°44'53.68509001""N";"18°09'06.53393472""W";No;;;07/12/2023
Santa Cruz de Tenerife;El Hierro;Frontera;Arenas Blancas;541124200;Peligrosa;Bajo;Baja;Bajo;Playa;601;Arenas Blancas;70015;PLAYA DE ARENAS BLANCAS;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;50;10;Roca / Arena;Blanca;Oleaje moderado;Aislada;A pie fácil / Coche;<5.000;"27°45'59.30561013""N";"18°07'17.45314988""W";No;;;07/12/2023
Santa Cruz de Tenerife;El Hierro;Frontera;Charco La Laja;541124300;Libre;Bajo;Baja;Bajo;ZBM;603;Charco La Laja;70016;CHARCO DE LA LAJA;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;30;30;Roca;;Oleaje moderado;Aislada;A pie fácil;<5.000;"27°45'22.30757561""N";"18°05'58.46566449""W";No;;;24/03/2025
Santa Cruz de Tenerife;El Hierro;Frontera;Charco Azul;541124400;Peligrosa;Bajo;Baja;Medio;ZBM;;Charco Azul;;;null;null;null;null;null;null;Si;No;No;No;No;No;No;No;No;20;10;Roca/Callaos;;Oleaje Moderado;Aislada;A pie dificultad media/ Coche;;"27°45'42.48061793""N";"18°02'24.04135719""W";null;;;24/03/2025
Santa Cruz de Tenerife;El Hierro;Frontera;Charco los Sargos;541124500;Libre;Bajo;Baja;Bajo;ZBM;605;Charco de los Sargos;70018;CHARCO LOS SARGOS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;20;10;Roca;;Oleaje moderado;Aislada;A pie fácil;<5.000;"27°47'05.30023871""N";"18°00'42.38794495""W";No;;;07/12/2023
Santa Cruz de Tenerife;El Hierro;Frontera;La Maceta;541124600;Libre;Moderado;Media;Bajo;ZBM;606;La Maceta;70019;LA MACETA;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;40;20;Roca;;Oleaje fuerte;Aislada;A pie fácil / Coche;<5.000;"27°47'11.85324474""N";"18°00'30.31084791""W";Si;0030-541124600;24/10/2019;07/12/2023
Santa Cruz de Tenerife;El Hierro;Frontera;El Río;541124700;Peligrosa;Bajo;Baja;Bajo;ZBM;;;70043;PLAYA DEL RIO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;208;20;Callaos;;Oleaje moderado;Semiurbana;A pie fácil / Coche;<5.000;"27°47'44.43120537""N";"17°59'33.24343679""W";No;;;07/12/2023
Santa Cruz de Tenerife;El Hierro;Frontera;Punta Grande;541124800;Libre;Bajo;Baja;Bajo;ZBM;607;Punta Grande;70020;PUNTA GRANDE;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;20;5;Bolos / Roca;;Oleaje fuerte;Urbana;A pie fácil / Coche;<5.000;"27°47'50.59364785""N";"17°59'32.86998499""W";No;;;07/12/2023
Santa Cruz de Tenerife;El Hierro;Valverde;Pozo de las Calcosas;542127100;Peligrosa;Bajo;Baja;;ZBM;608;Pozo de las Calcosas;70021;POZO DE LAS CALCOSAS;No;No;null;null;null;null;Si;No;No;No;No;No;No;Si;No;200;60;Roca;;Oleaje fuerte;Aislada;A pie difícil;5123;"27°50'25.31954961""N";"17°56'49.77690663""W";No;;;15/12/2023
Santa Cruz de Tenerife;El Hierro;Valverde;El Charco Manso;542127200;Peligrosa;Bajo;Baja;;ZBM;609;Charco Manso;70022;CHARCO MANSO;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;30;10;Roca;;Oleaje fuerte;Aislada;A pie fácil / Coche;5123;"27°50'53.62119053""N";"17°55'24.70294029""W";No;;;15/12/2023
Santa Cruz de Tenerife;El Hierro;Valverde;El Tamaduste;542127300;Libre;Bajo;Baja;Bajo;ZBM;610;El Tamaduste;70024;EL TAMADUSTE;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;150;10;Roca;;Aguas tranquilas;Urbana;A pie fácil / Coche;5123;"27°49'25.00126970""N";"17°53'42.66854202""W";No;;;15/12/2023
Santa Cruz de Tenerife;El Hierro;Valverde;La Caleta;542127400;Peligrosa;Bajo;Baja;Bajo;ZBM;611;La Caleta;70023;LA CALETA;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;50;10;Bolos / Roca;;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;5123;"27°48'01.82645979""N";"17°53'15.00834564""W";No;;;15/12/2023
Santa Cruz de Tenerife;El Hierro;Valverde;Puerto de la Estaca;542127500;Libre;Bajo;Baja;;Playa;612;Puerto de la Estaca;;;No;No;null;null;null;null;Si;No;Si;Si;No;No;No;No;No;600;40;Bolos / Grava / Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil;5123;"27°47'01.70168395""N";"17°54'15.76865261""W";No;;;15/12/2023
Santa Cruz de Tenerife;El Hierro;Valverde;Playa de Temijiraque;542127600;Peligrosa;Bajo;Baja;Bajo;Playa;613;Timijiraque;70025;PLAYA DE TIMIJIRAQUE;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;350;20;Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil / Coche;5123;"27°46'12.23627944""N";"17°54'52.31877722""W";No;;;15/12/2023
Santa Cruz de Tenerife;El Hierro;Valverde;Charco de Agua Azul;542127700;Peligrosa;Bajo;Baja;Medio;ZBM;;;70058;LA BAHÍA DEL AGUAZUL;No;No;null;null;null;null;null;null;null;null;null;null;null;null;null;45;35;Roca;;Vientos y oleaje moderado;Aislada;A pie fácil / Coche;5123;"27º45'56""N";"17º54'37""W";Si;;;21/02/2024
Santa Cruz de Tenerife;El Hierro;El Pinar de El Hierro;La Restinga;588131100;Libre;Moderado;Media;Bajo;Playa;597;La Restinga;;;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;Si;No;50;50;Grava / Arena;Oscura;Aguas tranquilas;Semiurbana;A pie fácil;<5.000;"27°38'27.08148334""N";"17°58'49.48781406""W";Si;0028-588131100;01/01/2019;03/04/2025
Santa Cruz de Tenerife;El Hierro;El Pinar de El Hierro;Playa de Puerto Naos;588131200;Uso Prohibido;null;null;;Playa;598;Puerto Naos;70011;PLAYA DE PUERTO NAOS;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;400;30;Bolos / Roca;;Aguas tranquilas;Aislada;A pie difícil / Barco;<5.000;"27°38'49.85879831""N";"18°00'01.85007009""W";No;;;07/12/2023
Santa Cruz de Tenerife;El Hierro;El Pinar de El Hierro;Tacorón;588131300;Libre;Moderado;Media;Bajo;ZBM;599;Tacorón;70012;CALA DE TACORÓN;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;10;10;Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;<5.000;"27°40'15.45887375""N";"18°01'34.79921014""W";Si;0029-588131300;01/01/2019;07/12/2023
Santa Cruz de Tenerife;El Hierro;El Pinar de El Hierro;Muellito de Orchilla;588131400;Libre;Moderado;Media;;ZBM;600;Muellito de Orchilla;70013;LAJA DE ORCHILLA;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;10;10;Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;<5.000;"27°42'15.43991948""N";"18°08'00.05254418""W";No;;;07/12/2023
Santa Cruz de Tenerife;El Hierro;El Pinar de El Hierro;Arenas Blancas;588131500;Libre;Moderado;Media;Bajo;ZBM;;;;;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;;;Roca/ Arena;;Aguas tranquilas;Semiurbana;A pie fácil;;"27°38'22,81""N";"17°59'00,17""W";null;;;03/04/2025
Santa Cruz de Tenerife;La Palma;Barlovento;Fajana de Barlovento;643134100;Libre;Moderado;Media;;ZBM;750;Fajana de Barlovento;60026;LA FAJANA DE BARLOVENTO;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;15;5;Hormigón;;Oleaje moderado;Aislada;Coche;<5.000;"28°50'35.12221373""N";"17°47'23.46014330""W";Si;;;07/12/2023
Santa Cruz de Tenerife;La Palma;Breña Alta;Bajamar;644136100;Libre;Alto;Alta;Bajo;Playa;751;Bajamar;;;Si;Si;No;Si;No;No;Si;Si;Si;Si;Si;No;No;Si;Si;375;45;Arena;Oscura;Oleaje moderado;Semiurbana;Coche;entre 5.000 y 20.000;"28°40'15.29269431""N";"17°46'09.17700318""W";Si;0021-644136100 ;20/01/2020;07/12/2023
Santa Cruz de Tenerife;La Palma;Breña Baja;Los Cancajos;645138100;Libre;Alto;Alta;;Playa;752;Los Cancajos;60011;PLAYA LOS CANCAJOS;Si;No;null;null;null;null;Si;Si;No;Si;Si;Si;No;No;Si;624;31;Roca / Arena;Oscura;Aguas tranquilas / Oleaje Moderado;Semiurbana;A pie fácil / Coche;7662;"28°39'14.84624785""N";"17°45'42.44931816""W";Si;;;07/12/2023
Santa Cruz de Tenerife;La Palma;Fuencaliente de la Palma;El Río;646140100;Libre;Bajo;Baja;Bajo;Playa;760;El Río;60061;PLAYA DEL RIO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;50;5;Callaos / Grava;;Oleaje moderado / Oleaje fuerte;Aislada;Coche;2838;"28°31'07.58937096""N";"17°47'54.80129411""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Palma;Fuencaliente de la Palma;Los Roquitos;646140200;Libre;Bajo;Baja;Bajo;Playa;787;Los Roquitos;60060;PLAYA LOS ROQUITOS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;300;30;Callaos / Grava / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;2838;"28°31'02.20160693""N";"17°48'03.33511601""W";No;;;07/12/2023
Santa Cruz de Tenerife;La Palma;Fuencaliente de la Palma;El Puertito;646140300;Peligrosa;Bajo;Baja;Medio;Playa;759;El Puertito;60058;PLAYA DEL PUERTITO;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;75;10;Callaos / Grava;;Oleaje moderado / Ventosa;Aislada;A pie fácil;2838;"28°29'58.93416203""N";"17°48'45.71470980""W";No;;;07/12/2023
